Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,GPS координаты. широта,GPS координаты. долгота,Режим работы,Тип строения,Дата закрытия точки,Дата открытия точки,ТП
20201697,МТС ФР,Брянская область,Сельцо,город Сельцо улица Кирова 42А,53.373645,34.108273,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20203394,МТС ФР,Брянская область,Стародуб,город Стародуб улица Свердлова 8,52.586694,32.760256,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",ТЦ,,,Герасимова Елена Вячеславовна
20202162,МТС ФР,Брянская область,Сураж,город Сураж улица Ленина 75,53.015114,32.403295,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",Стрит,,,Герасимова Елена Вячеславовна
20201676,МТС ФР,Брянская область,Трубчевск,город Трубчевск улица Урицкого 49/4,52.579699,33.767112,"пн-пт 09:00-20:00, сб-вс 09:00-18:00",Стрит,,,Герасимова Елена Вячеславовна
20208547,МТС ФР,Брянская область,Унеча,город Унеча улица Иванова .,52.843625,32.680142,ежедн. 09:00-19:00,Стрит,,,Герасимова Елена Вячеславовна
10107287,МТС ФР,Владимирская область,Владимир,город Владимир улица Верхняя Дуброва 17,56.111188,40.345594,ежедн. 09:00-20:00,Стрит,,,Степанова Анастасия Сергеевна
10107423,МТС ФР,Владимирская область,Владимир,город Владимир улица Верхняя Дуброва 31,56.10651,40.34682,ежедн. 09:00-19:00,,20-09-22,30-09-22,Степанова Анастасия Сергеевна
10107455,МТС ФР,Владимирская область,Владимир,город Владимир улица Мира 44/9,56.144732,40.420082,ежедн. 09:00-19:00,,,,Степанова Анастасия Сергеевна
10104926,МТС ФР,Владимирская область,Вязники,город Вязники улица Ленина 41,56.241235,42.121083,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТЦ,,,
10106882,Виртуальный монобренд,Владимирская область,Гороховец,город Гороховец улица Ленина 91,56.206091,42.678645,"пн-пт 09:00-18:00, сб-вс 09:00-19:00",,,,
10104828,МТС ФР,Владимирская область,Киржач,город Киржач улица Привокзальная 22а,56.149907,38.84777,"пн-сб 09:00-19:00, вс 09:00-18:00",ТЦ,,,
10105370,МТС ФР,Владимирская область,Красная Горбатка,город Красная Горбатка улица Пролетарская 11,55.864535,41.766508,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",ТЦ,04-09-22,05-09-22,
10107557,МТС ФР,Владимирская область,Меленки,город Меленки улица Коммунистическая 39,55.336795,41.632853,ежедн. 09:00-18:00,,,,
10101102,МТС ФР,Владимирская область,Радужный,город Радужный улица 1-й квартал 46А,55.995121,40.330305,"пн-пт 09:00-20:00, сб-вс 09:00-16:00",Стрит,,,
10107418,МТС ФР,Владимирская область,Судогда,город Судогда улица Ленина 42,55.951225,40.862611,ежедн. 09:00-18:00,,,,
60206131,МТС ФР,Волгоградская область,Волгоград,город Волгоград проспект Ленина 43В,48.722186,44.534117,ежедн. 09:00-20:00,Стрит,19-09-22,26-09-22,ДС Герасимова Светлана
60209525,Виртуальный монобренд,Волгоградская область,Волжский,город Волжский улица Пионерская 38,48.779976,44.791048,ежедн. 09:15-18:45,ТЦ,,,ДС Герасимова Светлана
60209892,МТС ФР,Волгоградская область,Краснослободск,город Краснослободск улица Ленина 146,48.706853,44.591255,ежедн. 09:00-18:00,Стрит,10-09-22,11-09-22,ДС Герасимова Светлана
60209963,МТС ФР,Волгоградская область,Михайловка,город Михайловка улица Обороны 44/52,50.071851,43.233908,ежедн. 08:30-19:30,Стрит,,,ДС Герасимова Светлана
60203720,МТС ФР,Волгоградская область,Светлый Яр,поселок Светлый Яр улица Сидорова 60,48.473205,44.776647,ежедн. 08:00-19:00,Стрит,,,ДС Герасимова Светлана
60209893,МТС ФР,Волгоградская область,Средняя Ахтуба,поселок городского типа Средняя Ахтуба улица Октябрьская 74,48.712507,44.859458,ежедн. 08:00-18:00,Стрит,,,ДС Герасимова Светлана
60210385,МТС ФР,Волгоградская область,Урюпинск,город Урюпинск проспект Ленина 101,50.797482,42.008564,ежедн. 08:00-19:00,Стрит,24-09-22,26-09-22,ДС Герасимова Светлана
60209964,МТС ФР,Волгоградская область,Фролово,город Фролово улица Орджоникидзе 16/2,49.771563,43.656623,ежедн. 08:00-19:00,Стрит,,,ДС Герасимова Светлана
30207129,Виртуальный монобренд,Вологодская область,Бабаево,город Бабаево улица Советская 24,59.389304,35.949949,ежедн. 09:00-19:00,Стрит,,,Бузенкова Анна Алексеевна
30203762,МТС ФР,Вологодская область,Бабушкино,поселок городского типа Бабушкино улица Бабушкино 45,59.756833,43.134861,"пн-пт 10:00-18:00, сб 10:00-14:00",Стрит,,,
30203731,МТС ФР,Вологодская область,Белозерск,город Белозерск улица Дзержинского 13,60.034424,37.791547,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 10:00-16:00, перерыв 13:00-14:00",Стрит,,,
30240860,МТС ФР,Вологодская область,Великий Устюг,город Великий Устюг улица Красная 95,60.759786,46.307095,"пн-пт 09:00-18:30, перерыв 12:00-13:00; сб-вс 10:00-15:00",Стрит,,,Аксёнова Дарья Алексеевна
30240854,МТС ФР,Вологодская область,Вологда,город Вологда площадь Бабушкина 5,59.206869,39.883027,ежедн. 09:00-21:00,ТУ,,,Голубева Светлана Игоревна
30205359,МТС ФР,Вологодская область,Вологда,город Вологда улица Псковская 2,59.201175,39.829515,ежедн. 09:00-20:00,ТЦ,,,Голубева Светлана Игоревна
30205677,МТС ФР,Вологодская область,Вологда,город Вологда улица Сергея Преминина 8,59.200857,39.876219,ежедн. 09:00-20:00,ТЦ,,,Голубева Светлана Игоревна
30205356,МТС ФР,Вологодская область,Вологда,город Вологда улица Текстильщиков 16,59.190294,39.921313,ежедн. 09:00-20:00,Стрит,,,Голубева Светлана Игоревна
